County Code,District Code,School Code,Filler,Test Year,Subgroup ID,Test Type,Total Tested At Entity Level,Total Tested with Scores,Grade,Test Id,CAASPP Reported Enrollment,Students Tested,Mean Scale Score,Percentage Level 3,Percentage Level 2,Percentage Level 1,Students with Scores
0,0,0,,2018,1,A,36220,36220,3,3,5518,5102,339.8,21.36,27.81,50.82,5102
0,0,0,,2018,1,A,36136,36136,3,4,5518,5101,334.6,7.98,29.7,62.32,5101
0,0,0,,2018,1,A,36136,36136,4,4,5710,5309,433.7,8.27,26.37,65.36,5309
0,0,0,,2018,1,A,36220,36220,4,3,5710,5324,438.3,18.33,26.65,55.02,5324
0,0,0,,2018,1,A,36220,36220,5,3,5766,5330,538.9,18.54,30.15,51.31,5330
0,0,0,,2018,1,A,36136,36136,5,4,5766,5319,534.7,8.52,28.54,62.94,5319
0,0,0,,2018,1,A,36136,36136,6,4,5887,5366,634.7,7.23,25.94,66.83,5366
0,0,0,,2018,1,A,36220,36220,6,3,5887,5386,638.7,11.03,34.72,54.25,5386
0,0,0,,2018,1,A,36136,36136,7,4,5969,5375,735.1,7.2,27.39,65.41,5375
0,0,0,,2018,1,A,36220,36220,7,3,5969,5383,738.3,17.93,26.84,55.23,5383
0,0,0,,2018,1,A,36136,36136,8,4,5808,5229,834.5,6.69,29.24,64.07,5229
0,0,0,,2018,1,A,36220,36220,8,3,5808,5238,840,12.85,38.91,48.24,5238
0,0,0,,2018,1,A,36220,36220,11,3,5330,4457,942.8,21.25,34.91,43.84,4457
0,0,0,,2018,1,A,36136,36136,11,4,5330,4437,935.5,9.38,25.58,65.04,4437
0,0,0,,2018,1,A,36220,36220,13,3,39988,36220,,17.21,31.35,51.44,36220
0,0,0,,2018,1,A,36136,36136,13,4,39988,36136,,7.86,27.57,64.58,36136
1,0,0,,2018,1,A,1324,1324,3,3,193,185,335.2,19.46,27.03,53.51,185
1,0,0,,2018,1,A,1320,1320,3,4,193,185,331.7,8.11,30.27,61.62,185
1,0,0,,2018,1,A,1320,1320,4,4,214,204,432.9,7.84,24.02,68.14,204
1,0,0,,2018,1,A,1324,1324,4,3,213,205,437.4,14.15,32.2,53.66,205
1,0,0,,2018,1,A,1324,1324,5,3,190,178,537.7,19.1,26.4,54.49,178
1,0,0,,2018,1,A,1320,1320,5,4,190,177,535,9.04,31.07,59.89,177
1,0,0,,2018,1,A,1320,1320,6,4,216,193,633.9,9.84,22.8,67.36,193
1,0,0,,2018,1,A,1324,1324,6,3,216,193,637.2,15.03,27.98,56.99,193
1,0,0,,2018,1,A,1324,1324,7,3,227,202,733.1,14.85,21.78,63.37,202
1,0,0,,2018,1,A,1320,1320,7,4,227,203,731,5.91,21.18,72.91,203
1,0,0,,2018,1,A,1320,1320,8,4,196,171,831.5,7.02,25.73,67.25,171
1,0,0,,2018,1,A,1324,1324,8,3,196,173,834.5,9.83,21.39,68.79,173
1,0,0,,2018,1,A,1324,1324,11,3,218,188,943.3,22.87,33.51,43.62,188
1,0,0,,2018,1,A,1320,1320,11,4,218,187,937.1,13.37,22.46,64.17,187
1,0,0,,2018,1,A,1320,1320,13,4,1454,1320,,8.71,25.23,66.06,1320
1,0,0,,2018,1,A,1324,1324,13,3,1453,1324,,16.47,27.27,56.27,1324
1,10017,0,,2018,1,A,*,*,11,4,*,*,*,*,*,*,*
1,10017,0,,2018,1,A,*,*,11,3,*,*,*,*,*,*,*
1,10017,0,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,10017,0,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,10017,123968,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,10017,123968,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,10017,123968,,2018,1,A,*,*,4,4,*,*,*,*,*,*,*
1,10017,123968,,2018,1,A,*,*,4,3,*,*,*,*,*,*,*
1,10017,123968,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,10017,123968,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,10017,123968,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,10017,123968,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,10017,125567,,2018,1,A,*,*,4,4,*,*,*,*,*,*,*
1,10017,125567,,2018,1,A,*,*,4,3,*,*,*,*,*,*,*
1,10017,125567,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,10017,125567,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,10017,125567,,2018,1,A,*,*,6,4,*,*,*,*,*,*,*
1,10017,125567,,2018,1,A,*,*,6,3,*,*,*,*,*,*,*
1,10017,125567,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,10017,125567,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,10017,130401,,2018,1,A,*,*,11,3,*,*,*,*,*,*,*
1,10017,130401,,2018,1,A,*,*,11,4,*,*,*,*,*,*,*
1,10017,130401,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,10017,130401,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,10017,131581,,2018,1,A,*,*,6,4,*,*,*,*,*,*,*
1,10017,131581,,2018,1,A,*,*,6,3,*,*,*,*,*,*,*
1,10017,131581,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,10017,131581,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,10017,6001788,,2018,1,A,*,*,4,3,*,*,*,*,*,*,*
1,10017,6001788,,2018,1,A,*,*,4,4,*,*,*,*,*,*,*
1,10017,6001788,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,10017,6001788,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,10017,6001788,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,10017,6001788,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,10017,6002000,,2018,1,A,*,*,4,4,*,*,*,*,*,*,*
1,10017,6002000,,2018,1,A,*,*,4,3,*,*,*,*,*,*,*
1,10017,6002000,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,10017,6002000,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,10017,6002000,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,10017,6002000,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,31609,0,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,31609,0,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,31609,0,,2018,1,A,*,*,8,3,*,*,*,*,*,*,*
1,31609,0,,2018,1,A,*,*,8,4,*,*,*,*,*,*,*
1,31609,0,,2018,1,A,*,*,11,4,*,*,*,*,*,*,*
1,31609,0,,2018,1,A,*,*,11,3,*,*,*,*,*,*,*
1,31609,0,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,31609,0,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,31609,131755,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,31609,131755,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,31609,131755,,2018,1,A,*,*,8,3,*,*,*,*,*,*,*
1,31609,131755,,2018,1,A,*,*,8,4,*,*,*,*,*,*,*
1,31609,131755,,2018,1,A,*,*,11,3,*,*,*,*,*,*,*
1,31609,131755,,2018,1,A,*,*,11,4,*,*,*,*,*,*,*
1,31609,131755,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,31609,131755,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,31617,0,,2018,1,A,51,51,3,3,*,*,*,*,*,*,*
1,31617,0,,2018,1,A,51,51,3,4,*,*,*,*,*,*,*
1,31617,0,,2018,1,A,51,51,4,4,*,*,*,*,*,*,*
1,31617,0,,2018,1,A,51,51,4,3,*,*,*,*,*,*,*
1,31617,0,,2018,1,A,51,51,5,3,*,*,*,*,*,*,*
1,31617,0,,2018,1,A,51,51,5,4,*,*,*,*,*,*,*
1,31617,0,,2018,1,A,51,51,6,4,11,11,648.3,18.18,45.45,36.36,11
1,31617,0,,2018,1,A,51,51,6,3,11,11,639.2,0,18.18,81.82,11
1,31617,0,,2018,1,A,51,51,7,3,*,*,*,*,*,*,*
1,31617,0,,2018,1,A,51,51,7,4,*,*,*,*,*,*,*
1,31617,0,,2018,1,A,51,51,8,4,*,*,*,*,*,*,*
1,31617,0,,2018,1,A,51,51,8,3,*,*,*,*,*,*,*
1,31617,0,,2018,1,A,51,51,11,3,*,*,*,*,*,*,*
1,31617,0,,2018,1,A,51,51,11,4,*,*,*,*,*,*,*
1,31617,0,,2018,1,A,51,51,13,4,51,51,,17.65,41.18,41.18,51
1,31617,0,,2018,1,A,51,51,13,3,51,51,,27.45,31.37,41.18,51
1,31617,131763,,2018,1,A,51,51,3,4,*,*,*,*,*,*,*
1,31617,131763,,2018,1,A,51,51,3,3,*,*,*,*,*,*,*
1,31617,131763,,2018,1,A,51,51,4,3,*,*,*,*,*,*,*
1,31617,131763,,2018,1,A,51,51,4,4,*,*,*,*,*,*,*
1,31617,131763,,2018,1,A,51,51,5,4,*,*,*,*,*,*,*
1,31617,131763,,2018,1,A,51,51,5,3,*,*,*,*,*,*,*
1,31617,131763,,2018,1,A,51,51,6,3,11,11,639.2,0,18.18,81.82,11
1,31617,131763,,2018,1,A,51,51,6,4,11,11,648.3,18.18,45.45,36.36,11
1,31617,131763,,2018,1,A,51,51,7,4,*,*,*,*,*,*,*
1,31617,131763,,2018,1,A,51,51,7,3,*,*,*,*,*,*,*
1,31617,131763,,2018,1,A,51,51,8,3,*,*,*,*,*,*,*
1,31617,131763,,2018,1,A,51,51,8,4,*,*,*,*,*,*,*
1,31617,131763,,2018,1,A,51,51,11,4,*,*,*,*,*,*,*
1,31617,131763,,2018,1,A,51,51,11,3,*,*,*,*,*,*,*
1,31617,131763,,2018,1,A,51,51,13,3,51,51,,27.45,31.37,41.18,51
1,31617,131763,,2018,1,A,51,51,13,4,51,51,,17.65,41.18,41.18,51
1,61119,0,,2018,1,A,38,38,3,3,*,*,*,*,*,*,*
1,61119,0,,2018,1,A,38,38,3,4,*,*,*,*,*,*,*
1,61119,0,,2018,1,A,38,38,4,4,*,*,*,*,*,*,*
1,61119,0,,2018,1,A,38,38,4,3,*,*,*,*,*,*,*
1,61119,0,,2018,1,A,38,38,5,3,*,*,*,*,*,*,*
1,61119,0,,2018,1,A,38,38,5,4,*,*,*,*,*,*,*
1,61119,0,,2018,1,A,38,38,6,4,15,11,619.3,0,9.09,90.91,11
1,61119,0,,2018,1,A,38,38,6,3,15,11,623.1,18.18,0,81.82,11
1,61119,0,,2018,1,A,38,38,7,3,*,*,*,*,*,*,*
1,61119,0,,2018,1,A,38,38,7,4,*,*,*,*,*,*,*
1,61119,0,,2018,1,A,38,38,8,4,*,*,*,*,*,*,*
1,61119,0,,2018,1,A,38,38,8,3,*,*,*,*,*,*,*
1,61119,0,,2018,1,A,38,38,11,3,*,*,*,*,*,*,*
1,61119,0,,2018,1,A,38,38,11,4,*,*,*,*,*,*,*
1,61119,0,,2018,1,A,38,38,13,4,50,38,,5.26,15.79,78.95,38
1,61119,0,,2018,1,A,38,38,13,3,50,38,,15.79,15.79,68.42,38
1,61119,111765,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,61119,111765,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,61119,111765,,2018,1,A,*,*,4,3,*,*,*,*,*,*,*
1,61119,111765,,2018,1,A,*,*,4,4,*,*,*,*,*,*,*
1,61119,111765,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,61119,111765,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,61119,111765,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61119,111765,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61119,126656,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,61119,126656,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,61119,126656,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61119,126656,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61119,130229,,2018,1,A,*,*,11,3,*,*,*,*,*,*,*
1,61119,130229,,2018,1,A,*,*,11,4,*,*,*,*,*,*,*
1,61119,130229,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61119,130229,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61119,161119,,2018,1,A,*,*,6,3,*,*,*,*,*,*,*
1,61119,161119,,2018,1,A,*,*,6,4,*,*,*,*,*,*,*
1,61119,161119,,2018,1,A,*,*,8,4,*,*,*,*,*,*,*
1,61119,161119,,2018,1,A,*,*,8,3,*,*,*,*,*,*,*
1,61119,161119,,2018,1,A,*,*,11,3,*,*,*,*,*,*,*
1,61119,161119,,2018,1,A,*,*,11,4,*,*,*,*,*,*,*
1,61119,161119,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61119,161119,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61119,6090013,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,61119,6090013,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,61119,6090013,,2018,1,A,*,*,4,4,*,*,*,*,*,*,*
1,61119,6090013,,2018,1,A,*,*,4,3,*,*,*,*,*,*,*
1,61119,6090013,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,61119,6090013,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,61119,6090013,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61119,6090013,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61119,6090054,,2018,1,A,*,*,6,4,*,*,*,*,*,*,*
1,61119,6090054,,2018,1,A,*,*,6,3,*,*,*,*,*,*,*
1,61119,6090054,,2018,1,A,*,*,7,3,*,*,*,*,*,*,*
1,61119,6090054,,2018,1,A,*,*,7,4,*,*,*,*,*,*,*
1,61119,6090054,,2018,1,A,*,*,8,4,*,*,*,*,*,*,*
1,61119,6090054,,2018,1,A,*,*,8,3,*,*,*,*,*,*,*
1,61119,6090054,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61119,6090054,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61119,6090112,,2018,1,A,*,*,6,4,*,*,*,*,*,*,*
1,61119,6090112,,2018,1,A,*,*,6,3,*,*,*,*,*,*,*
1,61119,6090112,,2018,1,A,*,*,7,3,*,*,*,*,*,*,*
1,61119,6090112,,2018,1,A,*,*,7,4,*,*,*,*,*,*,*
1,61119,6090112,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61119,6090112,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61119,6110779,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,61119,6110779,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,61119,6110779,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61119,6110779,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61127,0,,2018,1,A,20,20,3,4,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,3,3,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,4,3,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,4,4,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,5,4,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,5,3,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,6,3,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,6,4,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,7,4,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,7,3,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,8,3,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,8,4,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,11,4,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,11,3,*,*,*,*,*,*,*
1,61127,0,,2018,1,A,20,20,13,3,23,20,,40,50,10,20
1,61127,0,,2018,1,A,20,20,13,4,23,20,,30,40,30,20
1,61127,130450,,2018,1,A,*,*,11,3,*,*,*,*,*,*,*
1,61127,130450,,2018,1,A,*,*,11,4,*,*,*,*,*,*,*
1,61127,130450,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61127,130450,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61127,6090146,,2018,1,A,*,*,4,3,*,*,*,*,*,*,*
1,61127,6090146,,2018,1,A,*,*,4,4,*,*,*,*,*,*,*
1,61127,6090146,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,61127,6090146,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,61127,6090146,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61127,6090146,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61127,6090161,,2018,1,A,*,*,6,4,*,*,*,*,*,*,*
1,61127,6090161,,2018,1,A,*,*,6,3,*,*,*,*,*,*,*
1,61127,6090161,,2018,1,A,*,*,7,3,*,*,*,*,*,*,*
1,61127,6090161,,2018,1,A,*,*,7,4,*,*,*,*,*,*,*
1,61127,6090161,,2018,1,A,*,*,8,4,*,*,*,*,*,*,*
1,61127,6090161,,2018,1,A,*,*,8,3,*,*,*,*,*,*,*
1,61127,6090161,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61127,6090161,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61127,6116222,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,61127,6116222,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,61127,6116222,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61127,6116222,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,0,,2018,1,A,47,47,3,3,*,*,*,*,*,*,*
1,61143,0,,2018,1,A,44,44,3,4,*,*,*,*,*,*,*
1,61143,0,,2018,1,A,44,44,4,4,11,11,438.5,9.09,27.27,63.64,11
1,61143,0,,2018,1,A,47,47,4,3,11,11,444.5,18.18,54.55,27.27,11
1,61143,0,,2018,1,A,47,47,5,3,*,*,*,*,*,*,*
1,61143,0,,2018,1,A,44,44,5,4,*,*,*,*,*,*,*
1,61143,0,,2018,1,A,44,44,6,4,*,*,*,*,*,*,*
1,61143,0,,2018,1,A,47,47,6,3,*,*,*,*,*,*,*
1,61143,0,,2018,1,A,47,47,7,3,*,*,*,*,*,*,*
1,61143,0,,2018,1,A,44,44,7,4,*,*,*,*,*,*,*
1,61143,0,,2018,1,A,44,44,8,4,*,*,*,*,*,*,*
1,61143,0,,2018,1,A,47,47,8,3,*,*,*,*,*,*,*
1,61143,0,,2018,1,A,44,44,11,4,*,*,*,*,*,*,*
1,61143,0,,2018,1,A,47,47,11,3,*,*,*,*,*,*,*
1,61143,0,,2018,1,A,47,47,13,3,57,47,,19.15,42.55,38.3,47
1,61143,0,,2018,1,A,44,44,13,4,57,44,,6.82,38.64,54.55,44
1,61143,122689,,2018,1,A,*,*,8,4,*,*,*,*,*,*,*
1,61143,122689,,2018,1,A,*,*,8,3,*,*,*,*,*,*,*
1,61143,122689,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61143,122689,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,131177,,2018,1,A,*,*,11,3,*,*,*,*,*,*,*
1,61143,131177,,2018,1,A,*,*,11,4,*,*,*,*,*,*,*
1,61143,131177,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,131177,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61143,161143,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,61143,161143,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,61143,161143,,2018,1,A,*,*,6,4,*,*,*,*,*,*,*
1,61143,161143,,2018,1,A,*,*,6,3,*,*,*,*,*,*,*
1,61143,161143,,2018,1,A,*,*,7,3,*,*,*,*,*,*,*
1,61143,161143,,2018,1,A,*,*,7,4,*,*,*,*,*,*,*
1,61143,161143,,2018,1,A,*,*,8,4,*,*,*,*,*,*,*
1,61143,161143,,2018,1,A,*,*,8,3,*,*,*,*,*,*,*
1,61143,161143,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61143,161143,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,6056857,,2018,1,A,*,*,7,3,*,*,*,*,*,*,*
1,61143,6056857,,2018,1,A,*,*,7,4,*,*,*,*,*,*,*
1,61143,6056857,,2018,1,A,*,*,8,4,*,*,*,*,*,*,*
1,61143,6056857,,2018,1,A,*,*,8,3,*,*,*,*,*,*,*
1,61143,6056857,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61143,6056857,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,6056865,,2018,1,A,*,*,6,3,*,*,*,*,*,*,*
1,61143,6056865,,2018,1,A,*,*,6,4,*,*,*,*,*,*,*
1,61143,6056865,,2018,1,A,*,*,7,4,*,*,*,*,*,*,*
1,61143,6056865,,2018,1,A,*,*,7,3,*,*,*,*,*,*,*
1,61143,6056865,,2018,1,A,*,*,8,3,*,*,*,*,*,*,*
1,61143,6056865,,2018,1,A,*,*,8,4,*,*,*,*,*,*,*
1,61143,6056865,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,6056865,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61143,6090187,,2018,1,A,*,*,4,3,*,*,*,*,*,*,*
1,61143,6090187,,2018,1,A,*,*,4,4,*,*,*,*,*,*,*
1,61143,6090187,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,61143,6090187,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,61143,6090187,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61143,6090187,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,6090195,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,61143,6090195,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,61143,6090195,,2018,1,A,*,*,4,4,*,*,*,*,*,*,*
1,61143,6090195,,2018,1,A,*,*,4,3,*,*,*,*,*,*,*
1,61143,6090195,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61143,6090195,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,6090211,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,61143,6090211,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,61143,6090211,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,6090211,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61143,6090252,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,61143,6090252,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,61143,6090252,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61143,6090252,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,6090278,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,61143,6090278,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,61143,6090278,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,6090278,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61143,6090286,,2018,1,A,*,*,4,3,*,*,*,*,*,*,*
1,61143,6090286,,2018,1,A,*,*,4,4,*,*,*,*,*,*,*
1,61143,6090286,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,61143,6090286,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,61143,6090286,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61143,6090286,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,6090294,,2018,1,A,*,*,6,4,*,*,*,*,*,*,*
1,61143,6090294,,2018,1,A,*,*,6,3,*,*,*,*,*,*,*
1,61143,6090294,,2018,1,A,*,*,7,3,*,*,*,*,*,*,*
1,61143,6090294,,2018,1,A,*,*,7,4,*,*,*,*,*,*,*
1,61143,6090294,,2018,1,A,*,*,8,4,*,*,*,*,*,*,*
1,61143,6090294,,2018,1,A,*,*,8,3,*,*,*,*,*,*,*
1,61143,6090294,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61143,6090294,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,6090302,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,61143,6090302,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,61143,6090302,,2018,1,A,*,*,4,3,*,*,*,*,*,*,*
1,61143,6090302,,2018,1,A,*,*,4,4,*,*,*,*,*,*,*
1,61143,6090302,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,61143,6090302,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,61143,6090302,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61143,6090302,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,6105316,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,61143,6105316,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,61143,6105316,,2018,1,A,*,*,4,4,*,*,*,*,*,*,*
1,61143,6105316,,2018,1,A,*,*,4,3,*,*,*,*,*,*,*
1,61143,6105316,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61143,6105316,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61150,0,,2018,1,A,44,44,3,3,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,3,4,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,4,4,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,4,3,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,5,4,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,5,3,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,6,3,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,6,4,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,7,4,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,7,3,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,8,3,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,8,4,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,11,4,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,11,3,*,*,*,*,*,*,*
1,61150,0,,2018,1,A,44,44,13,3,48,44,,15.91,34.09,50,44
1,61150,0,,2018,1,A,44,44,13,4,48,44,,4.55,29.55,65.91,44
1,61150,132225,,2018,1,A,*,*,11,3,*,*,*,*,*,*,*
1,61150,132225,,2018,1,A,*,*,11,4,*,*,*,*,*,*,*
1,61150,132225,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61150,132225,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61150,6090401,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,61150,6090401,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,61150,6090401,,2018,1,A,*,*,4,4,*,*,*,*,*,*,*
1,61150,6090401,,2018,1,A,*,*,4,3,*,*,*,*,*,*,*
1,61150,6090401,,2018,1,A,*,*,5,3,*,*,*,*,*,*,*
1,61150,6090401,,2018,1,A,*,*,5,4,*,*,*,*,*,*,*
1,61150,6090401,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
1,61150,6090401,,2018,1,A,*,*,13,3,*,*,,*,*,*,*
1,61150,6090435,,2018,1,A,*,*,3,3,*,*,*,*,*,*,*
1,61150,6090435,,2018,1,A,*,*,3,4,*,*,*,*,*,*,*
1,61150,6090435,,2018,1,A,*,*,13,4,*,*,,*,*,*,*
