ZipCode,Weighted 3 Year Average API,Median Home Price,Latitude,Longitude
94941,863.0,1273300.0,37.892421999999996,-122.55618100000001
94945,794.0,692300.0,38.141743,-122.554441
94947,754.33,625300.0,38.105998,-122.63503100000001
94952,689.5,629400.0,38.222553000000005,-122.789616
94954,805.0,500000.0,38.231007,-122.559752
94960,854.0,992700.0,37.999045,-122.58365500000001
95003,690.5,728300.0,37.005499,-121.87758799999999
95008,793.0,890500.0,37.2801,-121.956668
95014,908.33,1549900.0,37.30352,-122.069682
95020,760.0,595400.0,37.022209000000004,-121.557052
95023,632.4,404200.0,36.894925,-121.308132
95030,884.0,2063400.0,37.226124,-121.973041
95035,692.0,729500.0,37.446401,-121.853682
95037,778.67,779500.0,37.187489,-121.608566
95050,554.0,762900.0,37.34881,-121.94994399999999
95051,699.0,859000.0,37.350375,-121.984333
95060,765.33,757300.0,37.050639000000004,-122.14860700000001
95062,660.0,677900.0,36.969281,-121.98468700000001
95066,860.0,703100.0,37.061871000000004,-122.011757
95070,856.5,2073100.0,37.252718,-122.06398100000001
95073,772.0,657000.0,37.038251,-121.91841799999999
95076,604.33,421400.0,36.942567,-121.72554699999999
95110,728.0,517500.0,37.342064,-121.90511699999999
95111,705.0,532700.0,37.2829,-121.829742
95116,644.33,483700.0,37.348991,-121.850945
95118,732.0,782000.0,37.252331,-121.889909
95120,809.0,1195000.0,37.177823,-121.81981299999998
95121,787.0,610000.0,37.300961,-121.807804
95122,673.0,499500.0,37.330501,-121.83801000000001
95123,777.0,683400.0,37.242072,-121.83483500000001
95124,824.0,896300.0,37.255143,-121.925292
95125,723.0,955100.0,37.297678000000005,-121.893952
95127,672.5,548200.0,37.371359000000005,-121.785591
95128,706.0,743300.0,37.315807,-121.93401399999999
95129,944.0,1277400.0,37.306368,-122.00168400000001
95131,690.0,706700.0,37.38748,-121.902295
95132,826.0,746900.0,37.427325,-121.795468
95133,746.0,609700.0,37.371565000000004,-121.864175
95136,621.5,707200.0,37.274440000000006,-121.844219
95148,863.0,723200.0,37.329361999999996,-121.763795
95203,614.5,142900.0,37.954046000000005,-121.32803899999999
95205,488.0,106800.0,37.960269,-121.260723
95206,596.33,174900.0,37.917962,-121.38658400000001
95207,666.33,179100.0,38.000314,-121.32499299999999
95209,684.5,244100.0,38.038809,-121.34146399999999
95210,697.0,162500.0,38.025151,-121.301869
95212,777.5,275800.0,38.046237,-121.20702299999999
95215,558.0,121900.0,37.960781,-121.134876
95240,692.5,219500.0,38.130608,-121.157128
95242,789.0,306700.0,38.140403000000006,-121.42081200000001
95304,659.5,481900.0,37.651928999999996,-121.40788400000001
95307,669.5,200600.0,37.555366,-120.96148000000001
95320,777.0,252200.0,37.832296,-121.03152299999999
95330,718.0,288700.0,37.813194,-121.32608300000001
95336,634.0,257800.0,37.831019,-121.20193700000002
95338,788.0,224400.0,37.500671000000004,-119.972746
95340,556.0,187400.0,37.368594,-120.38099299999999
95350,661.0,193400.0,37.668395000000004,-121.01387
95351,754.0,139200.0,37.631249,-120.985059
95355,785.67,246900.0,37.676018,-120.945181
95356,772.0,265900.0,37.721872,-121.031443
95357,738.0,231700.0,37.676938,-120.89180400000001
95358,458.0,173400.0,37.611834,-121.114696
95361,547.0,258000.0,37.785674,-120.73534599999999
95363,634.5,252000.0,37.477864000000004,-121.16905200000001
95366,780.0,339300.0,37.757236,-121.12790600000001
95367,742.0,233600.0,37.728792999999996,-120.94151000000001
95370,677.75,217900.0,37.989018,-120.382506
95376,702.67,314800.0,37.737313,-121.434987
95377,800.0,414600.0,37.665729999999996,-121.48293100000001
95380,580.33,198100.0,37.479921999999995,-120.85341399999999
95382,775.0,277100.0,37.528366,-120.846644
95401,646.0,387500.0,38.452268,-122.784019
95403,621.33,429600.0,38.503491,-122.764431
95404,373.0,554600.0,38.457825,-122.644309
95407,656.0,387700.0,38.392475,-122.751448
95409,661.5,536500.0,38.456466999999996,-122.60759499999999
95425,734.0,400200.0,38.775234000000005,-123.046784
95437,779.0,335900.0,39.471453000000004,-123.639077
95448,780.0,584400.0,38.631946,-122.900155
95451,733.0,204600.0,38.930172,-122.8264
95472,702.0,653200.0,38.40398,-122.862054
95476,724.0,591300.0,38.235489,-122.46048
95482,634.5,284700.0,39.123084999999996,-123.274745
95490,705.0,228600.0,39.497440999999995,-123.344392
95492,613.33,483600.0,38.535349,-122.814637
95501,669.75,216800.0,40.807944,-124.147152
95519,762.0,264500.0,40.980931,-124.025374
95521,823.67,276100.0,40.85651,-124.069376
95540,509.0,244000.0,40.579827,-124.13543899999999
95602,628.5,376900.0,38.986865,-121.104968
95603,803.0,340900.0,38.907396000000006,-121.090731
95608,700.5,430500.0,38.624935,-121.324092
95610,633.0,241500.0,38.692842,-121.26951100000001
95616,862.0,578700.0,38.551349,-121.801689
95620,479.0,333400.0,38.386664,-121.76406599999999
95621,687.0,275000.0,38.693464,-121.31173700000001
95624,803.67,329700.0,38.429134999999995,-121.30330900000001
95628,653.75,417000.0,38.652288,-121.25503700000002
95630,769.5,424600.0,38.66847,-121.146102
95632,706.67,254700.0,38.276615,-121.217207
95648,737.2,379300.0,38.938686,-121.316426
95650,862.0,473700.0,38.803253999999995,-121.163347
95660,580.0,157400.0,38.670874,-121.38016299999998
95661,823.0,379100.0,38.743871,-121.255844
95662,782.0,330800.0,38.684523,-121.22519799999999
95667,786.0,279600.0,38.748963,-120.797129
95670,668.0,235800.0,38.609745000000004,-121.26039499999999
95678,625.67,291300.0,38.765836,-121.281
95682,852.0,360100.0,38.61647,-120.97574099999999
95687,791.0,322200.0,38.338935,-121.93305900000001
95688,657.5,405900.0,38.415365,-122.006922
95691,601.67,295400.0,38.633165999999996,-121.591183
95695,664.0,263400.0,38.738538,-121.85543100000001
95746,868.0,650400.0,38.754019,-121.17369099999999
95747,853.0,391600.0,38.783714,-121.36889199999999
95757,744.5,378600.0,38.333641,-121.420676
95758,767.0,293400.0,38.417434,-121.42685
95762,886.0,532600.0,38.671585,-121.056404
95765,781.75,405200.0,38.817422,-121.28568100000001
95776,767.0,285500.0,38.697288,-121.70044299999999
95817,537.0,230400.0,38.552103,-121.44975600000001
95818,724.5,445800.0,38.557131,-121.50048000000001
95822,581.0,194800.0,38.513852,-121.49903700000002
95823,623.5,185300.0,38.474090999999994,-121.43844399999999
95827,753.5,224800.0,38.558440999999995,-121.32583100000001
95828,652.0,203800.0,38.488771,-121.40286299999998
95829,781.0,301700.0,38.488951,-121.33594599999999
95834,754.0,311500.0,38.642275,-121.523067
95835,810.5,305200.0,38.688716,-121.52656699999999
95838,668.0,199200.0,38.645371000000004,-121.441751
95843,722.75,304600.0,38.715993,-121.360802
95901,667.25,161900.0,39.228182000000004,-121.477823
95926,821.33,255500.0,39.743925,-121.840623
95945,715.33,285400.0,39.197186,-120.949976
95946,700.0,322100.0,39.221334999999996,-121.194093
95954,603.0,160600.0,39.91987,-121.557426
95959,906.0,368800.0,39.382383000000004,-120.83802
95961,621.5,169400.0,39.026241999999996,-121.54801599999999
95965,657.0,154100.0,39.594774,-121.62312
95966,732.0,159000.0,39.495613,-121.369024
95969,706.0,195000.0,39.734103999999995,-121.620627
95991,648.5,189300.0,39.039753000000005,-121.616194
95993,623.5,242300.0,39.052753,-121.72006599999999
96001,670.17,217900.0,40.622218,-122.47736499999999
96003,668.5,234100.0,40.738632,-122.26416499999999
96007,787.5,174000.0,40.436921999999996,-122.28271000000001
96019,755.0,150900.0,40.704619,-122.39852900000001
96021,719.0,132100.0,39.922167,-122.26453000000001
96067,808.0,230200.0,41.286283000000005,-122.374183
96080,627.83,145500.0,40.122189,-122.352079
96097,799.0,132300.0,41.768337,-122.686104
96130,623.33,115800.0,40.531614000000005,-120.70551100000002
96150,728.0,342100.0,38.886416,-120.020677
96161,667.5,500600.0,39.348659999999995,-120.224608
